,,Privaciones Municipios,,,,,,,,,,,,,,
ID,Municipio,Analfabetismo,Bajo logro educativo,Barreras a servicios para cuidado de la primera infancia,Barreras de acceso a servicios de salud,Tasa de dependencia,Hacinamiento crítico,Inadecuada eliminación de excretas,Inasistencia escolar,Material inadecuado de paredes exteriores,Material inadecuado de pisos,Rezago escolar,Sin acceso a fuente de agua mejorada,Sin aseguramiento en salud,Trabajo infantil,Trabajo informal
70473,MORROA,23.4,56.7,1.9,3.4,41.5,22.8,18.7,5.8,12.5,24.5,23.2,10.8,13.8,1.1,91.3
70508,OVEJAS,34.9,70.2,1.2,9.3,42.7,20.1,22.7,3.4,5.6,26.3,22.1,20.5,11.7,1.5,92.6
70523,PALMITO,34.0,66.2,1.6,5.1,68.8,20.6,44.4,3.5,15.4,54.7,18.8,42.4,12.4,0.5,94.7
70670,SAMPUÉS,30.7,64.8,1.6,11.8,47.6,26.8,28.3,4.1,17.0,44.0,26.5,17.0,12.4,1.0,93.6
70678,SAN BENITO ABAD,37.3,75.5,3.7,5.4,49.1,15.3,60.3,6.0,15.3,38.2,21.5,6.5,14.6,1.4,94.9
70702,SAN JUAN DE BETULIA,30.0,60.5,1.1,4.7,49.7,19.5,22.8,2.6,11.8,19.7,13.7,11.1,11.5,0.5,94.1
70708,SAN MARCOS,30.1,69.8,2.2,7.6,50.5,20.5,67.3,4.6,4.2,31.4,24.2,4.9,12.3,1.5,92.8
70713,SAN ONOFRE,38.4,77.2,5.3,5.4,55.9,17.5,51.2,7.7,11.0,30.6,28.0,22.3,23.6,1.4,94.6
70717,SAN PEDRO,25.5,64.3,1.4,4.8,51.6,19.7,17.6,4.1,13.4,24.0,20.5,13.2,13.1,0.8,92.5
70742,SAN LUIS DE SINCÉ,26.2,68.3,1.7,3.9,48.3,24.0,15.4,3.8,26.9,23.2,19.5,12.3,12.4,1.1,94.1
70771,SUCRE,31.9,76.0,2.4,3.8,52.7,13.5,69.5,4.1,10.4,63.7,18.6,6.0,12.9,0.9,94.4
70820,SANTIAGO DE TOLÚ,19.7,58.6,2.1,1.2,41.2,23.1,33.7,3.7,7.4,20.5,25.6,14.1,16.0,1.1,89.8
70823,SAN JOSÉ DE TOLUVIEJO,27.3,63.6,1.5,1.1,40.8,16.3,16.4,3.5,17.1,24.0,17.6,30.5,12.4,0.9,91.9
73001,IBAGUÉ,5.6,37.3,1.9,3.3,28.4,5.8,2.5,2.6,1.2,1.3,10.1,3.5,19.9,0.6,78.7
73024,ALPUJARRA,14.0,73.3,1.1,1.8,37.7,6.6,9.5,2.4,0.4,6.7,13.1,12.3,9.4,1.4,91.4
73026,ALVARADO,22.1,73.7,1.7,3.5,34.7,8.3,20.0,2.8,2.7,8.4,18.1,17.0,13.7,1.7,83.7
73030,AMBALEMA,17.3,72.7,0.9,2.7,39.8,16.4,7.0,3.3,3.2,4.8,15.2,5.0,14.5,0.7,76.1
73043,ANZOÁTEGUI,19.9,81.6,2.0,4.5,37.0,6.4,52.3,6.8,6.0,13.9,21.6,38.8,13.9,4.6,94.2
73055,ARMERO,16.1,66.8,1.5,1.6,34.6,10.3,3.6,3.8,3.3,6.8,11.5,4.7,13.7,0.7,83.3
73067,ATACO,21.1,81.7,3.4,6.3,45.8,11.8,33.9,8.7,1.7,40.5,26.1,58.1,17.1,3.3,94.6
73124,CAJAMARCA,13.9,71.3,2.3,3.2,29.3,7.7,19.6,5.0,2.1,2.5,15.3,31.7,16.6,2.9,89.9
73148,CARMEN DE APICALÁ,11.1,57.9,1.3,0.8,31.7,10.8,2.5,4.7,2.2,2.8,10.8,4.4,15.8,1.1,84.3
73152,CASABIANCA,19.2,80.8,2.0,0.5,31.0,4.8,34.9,9.3,6.5,1.9,16.3,34.1,10.7,4.7,92.4
73168,CHAPARRAL,16.4,68.3,2.4,2.6,36.2,8.9,16.2,6.4,2.3,19.7,18.4,23.4,15.3,2.8,90.1
73200,COELLO,24.9,70.4,2.2,2.3,41.8,10.5,14.4,3.8,2.6,9.6,11.2,14.1,14.1,1.0,85.3
73217,COYAIMA,23.8,76.6,2.2,0.7,59.3,10.4,56.6,8.6,12.3,37.0,12.3,53.2,15.4,1.3,95.2
73226,CUNDAY,18.7,77.3,2.2,4.3,34.0,5.7,10.5,4.4,1.3,18.0,13.1,28.9,13.7,1.4,90.1
73236,DOLORES,12.9,72.4,1.5,0.5,36.8,7.4,15.4,4.5,0.4,22.4,11.6,20.6,11.3,0.9,91.3
73268,ESPINAL,10.6,49.9,1.5,0.8,34.9,8.6,1.5,4.4,1.0,1.5,10.7,3.6,16.1,0.9,86.0
73270,FALAN,21.0,77.4,2.0,7.0,29.7,4.4,15.6,4.0,3.4,11.0,14.7,16.8,14.5,2.8,92.3
73275,FLANDES,8.9,48.5,1.9,0.5,29.7,10.8,2.4,2.9,1.4,1.7,10.8,1.4,18.1,0.7,82.0
73283,FRESNO,15.1,71.2,1.4,1.6,29.3,5.0,9.2,5.4,4.5,1.8,15.8,27.5,12.8,2.8,90.5
73319,GUAMO,15.7,65.1,1.5,2.3,41.8,12.7,13.5,3.5,1.9,5.8,10.0,14.7,13.6,0.7,88.1
73347,HERVEO,17.4,78.4,1.4,0.3,57.2,3.2,28.0,4.9,8.2,0.3,16.5,45.0,12.3,1.2,92.6
73349,HONDA,12.4,54.8,2.3,3.4,34.2,10.7,7.0,3.4,2.6,2.6,12.4,3.4,17.8,0.5,81.8
73352,ICONONZO,14.6,70.4,1.5,3.1,32.8,6.3,14.6,2.6,2.7,9.0,12.4,28.1,15.7,1.1,88.5
73408,LÉRIDA,16.0,63.4,1.6,2.5,35.8,9.8,3.0,3.3,4.4,4.8,12.4,5.8,15.2,0.9,84.3
73411,LÍBANO,15.3,63.7,1.9,8.2,30.8,4.5,17.1,4.9,4.8,3.2,13.7,20.8,15.3,1.6,88.3
73443,SAN SEBASTIÁN DE MARIQUITA,11.6,58.0,1.7,3.8,32.1,7.9,7.0,3.3,2.1,3.2,17.4,12.5,14.5,1.4,85.1
73449,MELGAR,6.1,44.5,2.4,1.0,31.9,7.8,5.0,4.5,3.1,2.8,12.9,5.4,21.6,0.8,84.2
73461,MURILLO,18.5,78.1,1.4,1.5,36.9,7.9,32.4,5.4,12.6,1.0,20.7,38.7,13.7,3.7,93.3
73483,NATAGAIMA,19.4,70.2,1.6,3.9,45.0,12.9,19.9,3.3,1.9,19.4,13.7,5.9,17.6,0.7,92.9
73504,ORTEGA,18.8,72.0,2.3,5.0,46.3,13.3,20.5,5.3,1.1,36.7,18.2,29.6,15.3,2.2,91.7
73520,PALOCABILDO,17.3,77.9,2.1,3.4,39.8,6.7,13.9,5.0,6.1,4.6,20.6,28.4,13.1,2.5,93.4
73547,PIEDRAS,17.2,69.4,1.3,5.2,34.2,7.8,6.9,2.1,5.1,6.7,13.6,6.4,14.4,0.3,76.6
73555,PLANADAS,18.6,77.1,4.3,2.9,32.9,9.5,36.5,10.5,5.9,20.8,27.7,44.4,15.1,7.0,93.4
73563,PRADO,20.1,72.1,1.6,5.1,39.4,9.4,4.5,4.8,3.7,15.5,14.8,13.5,12.5,1.2,90.8
73585,PURIFICACIÓN,16.6,64.9,1.5,2.9,42.6,13.3,3.7,2.7,2.0,8.3,15.2,9.5,14.4,0.5,87.7
73616,RIOBLANCO,19.9,79.0,3.8,11.3,38.8,9.2,45.2,11.9,2.1,28.4,27.9,50.2,15.1,7.3,94.1
73622,RONCESVALLES,11.7,76.5,2.3,1.2,29.0,5.9,28.0,6.2,15.2,4.1,18.9,23.3,18.1,3.6,89.1
73624,ROVIRA,18.6,78.0,2.3,1.9,34.3,9.7,21.5,6.6,2.9,17.5,19.0,31.9,15.0,3.3,94.2
73671,SALDAÑA,14.5,66.1,1.9,3.0,44.2,17.8,10.0,5.9,1.6,2.9,11.6,20.8,14.2,1.0,88.1
73675,SAN ANTONIO,17.9,76.4,2.7,9.4,41.4,10.7,37.0,6.5,1.0,19.0,21.6,31.0,13.3,4.4,94.7
73678,SAN LUIS,23.6,69.5,1.3,2.2,47.1,10.9,13.1,3.8,1.6,11.3,11.6,18.8,13.7,0.7,89.5
73686,SANTA ISABEL,18.7,78.2,2.3,8.3,29.1,6.3,51.0,3.7,12.7,2.0,20.5,44.2,14.7,2.9,90.8
73770,SUÁREZ,22.2,72.8,0.9,2.1,47.7,8.5,7.1,2.1,1.3,17.2,11.2,4.1,12.6,0.2,88.5
73854,VALLE DE SAN JUAN,22.6,75.8,1.3,1.1,42.2,7.0,6.4,3.6,7.1,35.2,11.9,37.0,9.7,0.8,91.4
73861,VENADILLO,19.3,72.2,2.1,2.9,33.4,10.7,19.1,8.3,2.9,5.9,15.5,12.4,13.7,1.0,84.8
73870,VILLAHERMOSA,17.5,83.6,1.7,2.6,33.1,4.1,42.3,5.8,12.1,1.8,20.9,48.3,11.8,4.1,93.6
73873,VILLARRICA,15.1,73.8,1.3,5.8,27.5,6.2,23.5,4.3,2.5,17.3,12.2,28.1,11.7,2.8,92.9
76001,CALI,4.4,33.0,1.9,4.1,21.1,4.8,1.5,2.8,0.6,0.3,11.3,0.9,17.7,0.6,75.3
76020,ALCALÁ,18.7,72.1,1.7,7.1,31.9,6.9,6.4,3.9,10.6,2.7,13.7,7.0,14.8,1.5,86.2
76036,ANDALUCÍA,8.6,52.0,1.2,0.5,37.4,4.5,2.1,2.2,2.4,1.4,11.2,2.8,11.1,0.5,80.0
76041,ANSERMANUEVO,17.4,76.6,2.4,3.0,30.8,5.8,4.4,5.0,1.5,2.1,15.9,19.6,13.1,1.7,85.9
76054,ARGELIA,21.4,77.5,1.7,1.5,27.1,6.4,14.6,4.5,2.8,0.3,16.5,24.2,10.4,3.0,92.4
76100,BOLÍVAR,16.8,69.9,3.0,1.1,30.9,5.5,16.1,5.0,2.4,2.3,14.1,15.1,13.3,1.9,89.9
76109,BUENAVENTURA,14.1,48.3,5.1,4.5,43.5,10.2,32.4,5.2,15.7,1.0,24.2,26.3,22.2,1.3,88.6
76111,GUADALAJARA DE BUGA,6.4,40.9,1.1,4.2,22.3,4.8,1.1,1.9,0.5,0.6,12.1,1.6,13.7,0.5,76.9
76113,BUGALAGRANDE,14.1,58.2,1.8,5.7,28.7,4.3,8.8,2.4,5.5,4.7,16.7,11.7,14.3,0.9,79.3
76122,CAICEDONIA,14.7,64.0,1.1,7.5,29.3,5.7,5.3,2.8,2.6,0.6,11.9,6.8,13.3,1.2,86.4
76126,CALIMA,10.1,60.6,1.4,8.8,27.2,6.3,3.4,3.4,5.7,1.6,13.7,12.1,15.3,1.0,83.9
76130,CANDELARIA,8.2,46.4,2.0,2.6,25.0,3.6,2.4,3.6,1.0,1.3,12.2,5.3,16.0,0.7,76.6
76147,CARTAGO,8.4,48.2,1.3,6.8,25.7,4.3,1.5,2.4,0.9,0.5,11.9,1.6,14.7,0.6,81.3
76233,DAGUA,12.4,66.0,2.1,4.6,28.9,5.3,13.4,4.6,2.5,4.7,15.5,14.7,14.3,1.1,86.4
76243,EL ÁGUILA,20.6,78.2,1.3,2.1,29.7,4.9,35.7,4.4,8.1,0.8,23.1,29.2,9.6,3.4,93.5
76246,EL CAIRO,16.6,76.0,2.1,4.7,25.0,4.7,24.3,3.6,3.2,1.3,17.5,24.1,11.4,2.6,92.3
76248,EL CERRITO,9.8,50.5,1.9,2.8,25.0,4.6,1.3,4.1,0.4,0.4,11.4,2.4,14.3,0.6,76.2
76250,EL DOVIO,21.3,72.3,2.7,12.3,31.6,8.0,11.9,6.4,5.6,3.4,22.4,9.6,8.8,2.8,90.9
76275,FLORIDA,11.3,52.4,1.7,3.6,27.1,5.3,2.2,3.2,1.5,4.1,12.4,3.6,14.8,0.8,79.6
76306,GINEBRA,7.5,53.0,1.2,0.6,21.9,4.4,1.9,3.1,1.8,1.3,13.5,4.4,13.5,1.1,80.0
76318,GUACARÍ,10.6,52.4,1.4,3.3,28.9,5.8,1.9,2.7,1.3,2.3,11.0,2.0,14.1,0.6,77.2
76364,JAMUNDÍ,5.7,38.6,2.1,2.4,24.6,4.4,2.1,4.1,2.2,2.6,13.4,3.8,17.7,0.8,78.5
76377,LA CUMBRE,12.3,61.6,1.4,14.3,23.0,4.4,5.7,2.8,5.1,5.7,12.6,12.5,11.7,1.0,85.5
76400,LA UNIÓN,10.0,59.4,1.3,11.1,28.3,6.5,3.7,5.4,1.7,1.8,16.1,3.6,12.1,1.1,87.1
76403,LA VICTORIA,15.6,61.6,1.3,2.2,28.8,4.7,3.0,3.9,1.1,0.8,13.1,5.1,15.2,1.2,83.8
76497,OBANDO,17.2,69.9,2.2,5.2,34.1,7.1,7.6,4.4,4.2,3.4,13.5,14.6,14.4,1.3,81.9
76520,PALMIRA,5.3,40.3,1.5,1.5,25.0,3.0,0.5,3.3,0.4,0.7,12.4,1.0,15.2,0.4,78.9
76563,PRADERA,15.1,56.9,1.5,8.0,30.6,9.3,2.9,3.6,1.2,2.4,15.1,4.9,14.1,0.9,77.9
76606,RESTREPO,12.5,60.4,1.5,0.8,27.9,6.5,4.3,3.2,2.8,2.0,10.1,5.2,14.1,1.3,84.1
76616,RIOFRÍO,15.1,66.6,1.2,2.5,28.7,4.2,7.4,3.3,2.9,4.6,11.7,14.0,10.9,1.2,83.2
76622,ROLDANILLO,9.1,51.1,1.0,3.7,26.9,4.1,3.6,2.4,0.7,1.1,13.0,4.0,12.3,0.8,83.3
76670,SAN PEDRO,11.3,56.8,1.6,4.4,30.6,4.5,1.7,2.3,1.2,1.9,11.2,3.6,12.7,0.8,78.0
76736,SEVILLA,14.6,67.0,1.1,2.8,31.9,5.7,5.7,3.3,5.0,1.0,14.2,9.7,12.1,1.0,88.9
76823,TORO,18.1,70.7,2.1,4.4,30.1,6.3,11.9,5.3,1.8,2.4,18.6,6.7,12.4,1.7,89.1
76828,TRUJILLO,17.4,72.3,1.4,6.4,30.2,5.8,17.3,3.6,4.3,2.5,17.6,18.9,10.5,2.4,90.4
76834,TULUÁ,7.5,44.6,1.4,2.9,25.7,4.1,1.4,2.6,0.9,0.9,11.5,2.1,13.9,0.7,80.4
76845,ULLOA,16.5,69.7,1.2,0.9,27.9,5.2,2.5,3.6,7.8,1.1,12.2,4.8,15.5,0.9,85.4
76863,VERSALLES,15.5,68.9,1.4,5.7,36.0,3.8,15.2,5.0,3.8,0.8,14.4,11.2,7.9,1.6,88.7
76869,VIJES,11.7,58.4,1.8,0.7,27.7,6.3,2.8,1.6,2.0,2.9,9.5,8.9,12.1,0.4,79.6
76890,YOTOCO,11.5,58.0,1.6,6.8,25.8,5.9,3.7,5.1,1.2,1.9,13.9,12.8,13.5,1.1,79.1
76892,YUMBO,7.5,44.3,1.8,2.7,24.3,7.6,1.3,3.4,3.8,2.9,13.8,3.7,16.0,0.6,76.0
76895,ZARZAL,10.8,47.5,1.1,4.0,28.3,5.2,1.5,2.3,1.5,0.7,14.1,1.8,11.8,0.6,76.8
81001,ARAUCA,9.9,47.1,3.0,6.3,39.6,18.1,17.0,5.3,18.3,16.4,19.2,12.1,23.4,1.2,85.0
81065,ARAUQUITA,17.4,70.8,3.1,9.1,40.5,12.6,21.8,7.6,14.4,33.3,25.3,8.1,17.3,3.5,90.2
81220,CRAVO NORTE,16.9,66.8,2.2,7.6,57.2,15.1,12.9,5.6,6.8,26.0,21.8,4.4,18.3,1.0,87.5
81300,FORTUL,15.4,68.7,2.3,5.7,47.2,18.2,32.0,6.7,20.9,24.5,27.6,6.0,13.5,3.0,91.8
81591,PUERTO RONDÓN,14.7,65.7,2.7,13.6,37.9,13.8,21.6,8.9,7.2,16.2,22.5,6.9,18.9,2.4,89.5
81736,SARAVENA,11.8,59.6,2.5,10.2,37.0,15.6,26.3,5.4,20.4,18.0,20.5,4.4,15.8,1.9,88.0
81794,TAME,10.9,60.3,3.0,8.8,44.2,13.5,15.5,7.1,11.7,20.7,21.5,10.5,18.2,2.2,89.8
85001,YOPAL,6.5,39.9,2.3,7.5,32.2,10.0,7.5,2.6,4.6,3.6,16.6,6.5,18.7,0.9,79.5
85010,AGUAZUL,12.4,54.0,1.7,9.5,36.2,11.1,1.5,4.0,5.7,5.7,14.7,7.3,14.9,2.1,80.1
85015,CHÁMEZA,13.6,62.3,0.8,8.0,45.9,9.8,5.7,1.6,1.0,11.0,13.8,33.9,10.2,0.8,87.2
85125,HATO COROZAL,12.7,69.5,4.4,7.1,59.7,18.6,25.7,7.0,11.3,24.1,26.4,19.4,21.7,1.9,91.0
85136,LA SALINA,14.8,60.3,3.3,4.3,57.5,10.6,13.6,3.8,0.3,14.6,19.8,42.5,15.6,1.3,83.2
85139,MANÍ,10.4,60.3,2.5,6.0,39.4,16.9,3.3,4.3,3.6,3.1,15.2,19.7,17.7,1.0,78.3
85162,MONTERREY,10.0,55.1,1.5,5.7,49.6,8.7,3.8,1.5,2.8,2.7,16.4,6.2,16.1,0.5,83.1
85225,NUNCHÍA,18.0,74.8,2.3,9.5,53.4,14.0,29.9,4.7,6.9,20.9,21.8,38.1,17.0,1.3,86.2
85230,OROCUÉ,15.6,64.5,2.2,9.2,55.9,18.4,5.1,5.6,11.3,24.3,19.8,4.6,14.4,0.9,84.0
85250,PAZ DE ARIPORO,10.1,62.0,3.6,4.3,40.4,17.6,10.4,5.4,4.5,10.8,21.3,5.8,20.4,2.1,89.3
85263,PORE,10.4,67.7,3.0,13.4,50.1,18.5,9.2,4.0,5.6,16.6,19.2,14.9,14.7,1.8,86.4
85279,RECETOR,12.6,65.7,1.6,0.4,50.8,3.3,38.8,1.4,3.3,19.9,12.6,69.1,9.1,0.4,77.6
85300,SABANALARGA,12.6,63.0,1.9,4.4,46.4,7.6,2.8,5.9,0.5,4.1,16.6,16.1,11.1,1.1,80.9
85315,SÁCAMA,11.4,58.8,1.6,2.0,39.7,9.6,16.7,5.1,7.4,18.1,18.0,23.2,14.4,2.5,76.6
85325,SAN LUIS DE PALENQUE,10.9,72.2,3.9,0.8,43.2,11.7,5.0,6.1,3.3,11.0,17.6,3.2,17.2,2.3,83.5
85400,TÁMARA,14.4,77.3,2.7,3.3,43.4,15.3,19.0,9.1,6.3,46.0,20.9,68.1,13.7,3.5,90.4
85410,TAURAMENA,10.0,55.3,2.0,3.5,41.7,9.4,3.9,3.1,6.7,4.3,15.0,7.0,16.3,1.1,82.7
85430,TRINIDAD,11.4,69.4,3.3,1.9,41.5,16.2,7.8,5.4,3.5,10.7,19.8,5.3,20.6,2.0,85.8
85440,VILLANUEVA,8.8,56.1,2.4,5.9,27.4,10.9,11.1,3.9,4.8,5.6,13.7,10.9,17.1,1.5,73.6
86001,MOCOA,7.2,43.5,1.5,9.8,36.5,10.6,12.8,2.6,7.2,2.1,13.5,8.4,14.9,0.9,83.2
86219,COLÓN,9.8,51.2,1.3,15.1,37.6,11.7,2.6,1.5,2.2,4.2,8.6,3.8,9.3,0.8,85.6
86320,ORITO,10.2,56.7,1.5,4.7,45.6,9.5,28.3,3.6,22.2,4.3,14.1,44.4,10.9,1.9,85.6
86568,PUERTO ASÍS,10.4,59.2,2.1,8.5,37.4,11.6,25.2,5.7,9.4,2.8,18.6,75.9,14.6,2.4,88.6
86569,PUERTO CAICEDO,10.1,62.5,1.1,3.9,43.1,6.8,19.4,4.5,6.9,3.0,14.1,35.1,10.6,1.9,90.2
86571,PUERTO GUZMÁN,14.8,76.4,4.4,8.1,49.5,9.6,38.6,11.0,13.8,8.1,27.3,53.6,17.0,3.9,93.4
86573,PUERTO LEGUÍZAMO,12.5,63.6,4.3,3.4,49.8,13.4,37.0,7.4,24.8,7.7,21.9,37.9,18.1,2.0,91.9
86749,SIBUNDOY,8.5,48.7,1.0,14.4,39.5,9.6,5.1,2.1,3.7,1.4,11.3,2.5,13.0,1.6,89.5
86755,SAN FRANCISCO,10.0,52.2,0.8,9.4,40.4,10.1,8.9,1.9,0.6,1.7,13.4,6.8,8.7,1.4,89.3
86757,SAN MIGUEL,12.1,65.1,1.7,9.2,41.0,9.3,30.0,5.1,8.6,3.2,16.1,80.8,10.7,3.7,92.8
86760,SANTIAGO,11.8,58.8,1.5,9.9,53.3,17.9,10.6,3.5,2.9,11.1,14.4,5.0,10.2,2.2,90.9
86865,VALLE DEL GUAMUEZ,8.9,59.7,1.6,9.8,37.6,9.9,21.9,4.0,13.3,3.9,14.1,71.5,9.8,2.2,90.5
86885,VILLAGARZÓN,9.3,57.4,1.9,13.7,39.7,12.0,6.9,4.5,8.5,1.2,19.7,21.4,15.2,1.9,85.5
88001,SAN ANDRÉS,2.7,28.3,2.7,2.0,15.8,12.4,53.9,2.9,5.0,1.3,9.4,74.1,21.2,0.7,71.5
88564,PROVIDENCIA,2.7,26.5,2.3,2.7,16.0,4.2,44.5,2.8,17.3,0.6,8.0,56.7,23.5,0.9,64.8
91001,LETICIA,9.0,45.1,4.0,5.8,39.2,24.0,41.7,5.8,24.0,3.5,25.5,47.8,26.6,1.4,85.3
91263,EL ENCANTO,9.7,68.0,11.6,2.7,64.9,19.9,31.2,13.8,2.4,1.9,35.4,80.9,42.4,4.8,96.4
91405,LA CHORRERA,6.3,73.9,17.4,11.2,88.2,21.0,69.6,12.1,11.6,8.7,34.6,83.3,54.0,0.2,96.9
91407,LA PEDRERA,28.9,78.1,24.0,6.0,84.2,44.6,80.1,20.9,14.1,18.0,44.6,95.0,63.4,2.1,94.9
91430,LA VICTORIA,52.5,92.5,27.5,12.5,95.0,32.5,82.5,37.5,55.0,40.0,55.0,85.0,50.0,0.0,100.0
91460,MIRITÍ - PARANÁ,22.3,83.2,28.5,4.5,88.8,58.1,86.6,13.4,22.9,19.0,41.3,95.5,68.7,1.7,96.6
91530,PUERTO ALEGRÍA,19.8,85.0,19.8,31.7,79.6,19.8,39.5,11.4,0.0,4.8,44.3,73.7,41.3,1.8,92.8
91536,PUERTO ARICA,15.4,80.8,14.5,17.8,74.8,17.8,29.4,16.8,1.4,7.9,40.2,87.4,34.6,0.9,96.7
91540,PUERTO NARIÑO,17.7,64.6,6.0,5.2,63.5,20.7,46.8,13.4,33.6,4.3,36.5,61.0,26.4,5.4,90.8
91669,PUERTO SANTANDER,17.6,80.4,19.9,18.9,77.7,22.3,52.8,10.3,1.3,7.0,40.5,80.4,61.1,1.7,96.7
91798,TARAPACÁ,22.2,72.2,13.4,2.7,78.9,20.6,48.9,10.0,0.7,12.3,40.1,90.8,41.1,0.6,95.5
94001,INÍRIDA,15.8,63.8,6.0,8.8,52.2,24.5,58.5,8.4,31.9,33.0,35.5,69.9,21.8,1.0,87.6
94343,BARRANCOMINAS,25.5,82.9,20.9,2.8,79.8,34.7,66.9,10.0,22.3,44.3,53.4,75.0,27.8,1.7,93.4
94663,MAPIRIPANA,39.6,89.6,18.7,0.7,92.5,32.8,57.5,18.7,18.7,22.4,59.0,78.4,30.6,0.0,98.5
94883,SAN FELIPE,23.0,86.1,19.3,3.3,67.9,26.6,84.3,16.4,1.8,66.8,43.8,93.8,47.8,2.6,97.8
94884,PUERTO COLOMBIA,30.7,96.2,21.1,7.0,85.6,27.5,97.1,12.5,1.9,77.0,43.5,95.8,53.0,0.6,99.4
94885,LA GUADALUPE,17.1,87.8,24.4,2.4,53.7,29.3,87.8,19.5,0.0,65.9,39.0,80.5,48.8,4.9,95.1
94886,CACAHUAL,35.6,90.2,10.6,4.5,58.3,40.2,63.6,23.5,10.6,53.8,53.8,87.9,32.6,10.6,98.5
94887,PANA PANA,28.3,96.2,34.6,16.0,96.2,32.1,94.9,34.2,2.1,86.1,52.3,89.9,56.1,0.4,98.3
94888,MORICHAL,43.2,96.2,15.2,14.4,93.9,46.2,80.3,23.5,3.0,63.6,62.1,95.5,41.7,0.0,98.5
95001,SAN JOSÉ DEL GUAVIARE,10.7,55.8,3.1,10.4,33.1,10.7,28.9,4.9,10.9,11.9,20.2,40.4,20.6,1.9,86.2
95015,CALAMAR,13.1,77.6,2.9,4.2,31.3,8.6,51.0,6.9,39.6,25.6,21.9,64.9,16.7,4.7,92.7
95025,EL RETORNO,14.5,74.8,2.7,6.6,39.1,6.3,30.3,5.7,12.7,15.4,23.5,43.9,17.4,2.5,91.0
95200,MIRAFLORES,16.4,81.3,4.5,8.6,48.3,7.5,66.1,4.7,28.2,3.5,19.9,60.9,19.6,1.7,92.5
97001,MITÚ,18.7,62.7,11.5,8.5,68.9,29.0,56.0,9.5,33.5,32.3,36.7,58.7,35.7,0.8,88.2
97161,CARURÚ,21.8,73.9,7.3,11.2,79.1,25.3,30.9,11.2,38.4,6.7,33.9,54.4,30.0,0.0,89.4
97511,PACOA,45.0,92.1,32.0,13.4,97.7,57.4,94.0,42.8,72.7,73.3,54.5,83.7,48.3,0.0,99.5
97666,TARAIRA,26.3,72.7,16.1,1.7,84.4,37.0,67.9,17.0,50.9,22.6,40.9,63.5,38.7,0.0,92.2
97777,PAPUNAHUA,30.1,94.2,16.5,2.9,91.3,27.2,76.7,25.2,5.8,29.1,49.5,90.3,35.9,1.0,100.0
97889,YAVARATÉ,26.9,88.2,19.4,16.1,89.2,37.6,64.5,5.4,2.2,61.3,50.5,86.0,35.5,1.1,98.9
99001,PUERTO CARREÑO,15.7,51.5,6.8,7.2,45.9,24.8,77.4,10.4,20.7,24.7,26.1,32.3,28.3,1.6,84.9
99524,LA PRIMAVERA,14.7,64.0,8.8,9.6,52.5,19.8,68.9,8.1,12.3,34.8,25.0,15.3,30.4,1.4,87.5
99624,SANTA ROSALÍA,14.6,58.7,4.9,14.9,54.3,19.4,71.8,6.0,10.3,22.6,25.4,12.0,24.2,1.1,76.7
99773,CUMARIBO,26.0,85.4,18.8,5.4,83.1,38.9,85.0,21.1,41.8,76.8,47.3,79.1,44.6,1.0,96.5
